_ConceptURI;_ConceptType;_ConceptPT;_ConceptPT (@REF_LN);_Definition
http://ec.europa.eu/esco/skill/18238;SK;NetBIOS;NetBIOS [@en];
http://ec.europa.eu/esco/skill/22012;SK;Net-fishing;Net-fishing [@en];
http://ec.europa.eu/esco/skill/18965;SK;Net making machines;Net making machines [@en];
http://ec.europa.eu/esco/skill/16527;SK;NetObjects Fusion;NetObjects Fusion [@en];
http://ec.europa.eu/esco/skill/20285;SK;Netscape Server;Netscape Server [@en];
http://ec.europa.eu/esco/skill/18029;SK;Network administration;Network administration [@en];
http://ec.europa.eu/esco/skill/15236;SK;Network bridging (installation and maintenance);Network bridging (installation and maintenance) [@en];
http://ec.europa.eu/esco/skill/19335;SK;Networks (surveillance);Networks (surveillance) [@en];
http://ec.europa.eu/esco/skill/23681;SK;Neurological occupational therapy;Neurological occupational therapy [@en];
http://ec.europa.eu/esco/skill/21940;SK;Neurology (medicine);Neurology (medicine) [@en];
http://ec.europa.eu/esco/skill/19463;SK;Neurology (physiotherapy);Neurology (physiotherapy) [@en];
http://ec.europa.eu/esco/skill/21442;SK;Neurology (teaching);Neurology (teaching) [@en];
http://ec.europa.eu/esco/skill/19531;SK;Neuropsychology;Neuropsychology [@en];
http://ec.europa.eu/esco/skill/15752;SK;Neuroradiology;Neuroradiology [@en];
http://ec.europa.eu/esco/skill/15638;SK;Neurosurgery;Neurosurgery [@en];
http://ec.europa.eu/esco/skill/16489;SK;New constructions;New constructions [@en];
http://ec.europa.eu/esco/skill/15731;SK;News desk;News desk [@en];
http://ec.europa.eu/esco/skill/21769;SK;News editing;News editing [@en];
http://ec.europa.eu/esco/skill/22143;SK;Newspaper design (layout);Newspaper design (layout) [@en];
http://ec.europa.eu/esco/skill/19014;SK;Newspaper distribution;Newspaper distribution [@en];
http://ec.europa.eu/esco/skill/16561;SK;Newspaper printing;Newspaper printing [@en];
http://ec.europa.eu/esco/skill/17637;SK;NGO work;NGO work [@en];
http://ec.europa.eu/esco/skill/23936;SK;Nickel-plating;Nickel-plating [@en];
http://ec.europa.eu/esco/skill/21778;SK;Non-fiction (editorial adaptation);Non-fiction (editorial adaptation) [@en];
http://ec.europa.eu/esco/skill/21558;SK;Non-linear editing (NLE);Non-linear editing (NLE) [@en];
http://ec.europa.eu/esco/skill/14487;SG;Non-verbal communication;Non-verbal communication [@en];
http://ec.europa.eu/esco/skill/17248;SK;Nordic languages (teaching);Nordic languages (teaching) [@en];
http://ec.europa.eu/esco/skill/23012;SK;North American archaeology;North American archaeology [@en];
http://ec.europa.eu/esco/skill/371271;SK;Notice bias;Notice bias [@en];
http://ec.europa.eu/esco/skill/16394;SK;Novell NetWare;Novell NetWare [@en];
http://ec.europa.eu/esco/skill/20254;SK;Nuclear chemistry;Nuclear chemistry [@en];
http://ec.europa.eu/esco/skill/18504;SK;Nuclear decontamination;Nuclear decontamination [@en];
http://ec.europa.eu/esco/skill/20275;SK;Nuclear fuel handling;Nuclear fuel handling [@en];
http://ec.europa.eu/esco/skill/19326;SK;Nuclear magnetic resonance spectroscopy (NMR);Nuclear magnetic resonance spectroscopy (NMR) [@en];
http://ec.europa.eu/esco/skill/15656;SK;Nuclear medicine;Nuclear medicine [@en];
http://ec.europa.eu/esco/skill/20273;SK;Nuclear physics;Nuclear physics [@en];
http://ec.europa.eu/esco/skill/19265;SK;Nuclear physics (teaching);Nuclear physics (teaching) [@en];
http://ec.europa.eu/esco/skill/16851;SK;Nuclear power plant (maintenance);Nuclear power plant (maintenance) [@en];
http://ec.europa.eu/esco/skill/20258;SK;Nuclear power technology;Nuclear power technology [@en];
http://ec.europa.eu/esco/skill/20292;SK;Nuclear waste handling;Nuclear waste handling [@en];
http://ec.europa.eu/esco/skill/14964;SG;Numeracy and mathematics;Numeracy and mathematics [@en];
http://ec.europa.eu/esco/skill/19879;SK;Numerical data recording;Numerical data recording [@en];
http://ec.europa.eu/esco/skill/16518;SK;Numerical modelling;Numerical modelling [@en];
http://ec.europa.eu/esco/skill/23435;SK;Nursing home;Nursing home [@en];
http://ec.europa.eu/esco/skill/21939;SK;Nursing pedagogy (teaching);Nursing pedagogy (teaching) [@en];
http://ec.europa.eu/esco/skill/16542;SK;Nutrition;Nutrition [@en];
http://ec.europa.eu/esco/skill/21417;SK;Nutrition (teaching);Nutrition (teaching) [@en];
http://ec.europa.eu/esco/skill/18610;SK;Nutrition counseling;Nutrition counseling [@en];
http://ec.europa.eu/esco/skill/17146;SK;NX (Unigraphics);NX (Unigraphics) [@en];
http://ec.europa.eu/esco/skill/21857;SK;Object-oriented analysis and design (OOAD);Object-oriented analysis and design (OOAD) [@en];
http://ec.europa.eu/esco/skill/18613;SK;Object-oriented programming;Object-oriented programming [@en];
http://ec.europa.eu/esco/skill/14605;SK;Object-oriented programming (teaching);Object-oriented programming (teaching) [@en];
http://ec.europa.eu/esco/skill/20591;SK;Oboe (teaching);Oboe (teaching) [@en];
http://ec.europa.eu/esco/skill/14615;SK;Oboe playing;Oboe playing [@en];
http://ec.europa.eu/esco/skill/370059;SK;Observe 'netiquette';Observe 'netiquette' [@en];
http://ec.europa.eu/esco/skill/20868;SK;Obstetrics, gynaecology and urology (physiotherapy);Obstetrics, gynaecology and urology (physiotherapy) [@en];
http://ec.europa.eu/esco/skill/22319;SK;Obstetrics and gynaecology;Obstetrics and gynaecology [@en];
http://ec.europa.eu/esco/skill/21378;SK;Obstetrics and gynaecology (teaching);Obstetrics and gynaecology (teaching) [@en];
http://ec.europa.eu/esco/skill/15408;SK;Occupational and environmental medicine;Occupational and environmental medicine [@en];
http://ec.europa.eu/esco/skill/23209;SK;Occupational dermatology;Occupational dermatology [@en];
http://ec.europa.eu/esco/skill/17239;SK;Occupational injuries (investigations);Occupational injuries (investigations) [@en];
http://ec.europa.eu/esco/skill/18002;SK;Occupational safety and health;Occupational safety and health [@en];
http://ec.europa.eu/esco/skill/22304;SK;Occupational sociology (teaching);Occupational sociology (teaching) [@en];
http://ec.europa.eu/esco/skill/23515;SK;Occupational therapy (assistance);Occupational therapy (assistance) [@en];
http://ec.europa.eu/esco/skill/22352;SK;Occupational therapy (teaching);Occupational therapy (teaching) [@en];
http://ec.europa.eu/esco/skill/19971;SK;Office cleaning;Office cleaning [@en];
http://ec.europa.eu/esco/skill/23474;SK;Office machines;Office machines [@en];
http://ec.europa.eu/esco/skill/23418;SK;Office premises (maintenance);Office premises (maintenance) [@en];
http://ec.europa.eu/esco/skill/18859;SK;Office removals;Office removals [@en];
http://ec.europa.eu/esco/skill/21575;SK;Off-line video editing;Off-line video editing [@en];
http://ec.europa.eu/esco/skill/16768;SK;Offset printing;Offset printing [@en];
http://ec.europa.eu/esco/skill/17049;SK;Oil burner fitting;Oil burner fitting [@en];
http://ec.europa.eu/esco/skill/18565;SK;Oil-damaged bird cleaning;Oil-damaged bird cleaning [@en];
http://ec.europa.eu/esco/skill/23601;SK;Oil depot work;Oil depot work [@en];
http://ec.europa.eu/esco/skill/15835;SK;Oil drilling;Oil drilling [@en];
http://ec.europa.eu/esco/skill/14596;SK;Oil-fired boiler (maintenance);Oil-fired boiler (maintenance) [@en];
http://ec.europa.eu/esco/skill/21142;SK;Oil painting (teaching);Oil painting (teaching) [@en];
http://ec.europa.eu/esco/skill/21056;SK;Oil plant cultivation;Oil plant cultivation [@en];
http://ec.europa.eu/esco/skill/18008;SK;Oil spill removal;Oil spill removal [@en];
http://ec.europa.eu/esco/skill/22532;SK;Oil tank (operation);Oil tank (operation) [@en];
http://ec.europa.eu/esco/skill/15748;SK;Ok;Ok [@en];
http://ec.europa.eu/esco/skill/16348;SK;Ok;Ok [@en];
http://ec.europa.eu/esco/skill/17699;SK;Ok;Ok [@en];
http://ec.europa.eu/esco/skill/23113;SK;Ok;Ok [@en];
http://ec.europa.eu/esco/skill/23420;SK;Oncological care (nursing);Oncological care (nursing) [@en];
http://ec.europa.eu/esco/skill/22926;SK;Oncological surgery (nursing);Oncological surgery (nursing) [@en];
http://ec.europa.eu/esco/skill/14624;SK;Oncology (medicine);Oncology (medicine) [@en];
http://ec.europa.eu/esco/skill/19436;SK;Oncology (physiotherapy);Oncology (physiotherapy) [@en];
http://ec.europa.eu/esco/skill/22237;SK;Oncology (teaching);Oncology (teaching) [@en];
http://ec.europa.eu/esco/skill/16144;SK;On-line video editing;On-line video editing [@en];
http://ec.europa.eu/esco/skill/17268;SK;Open-air cultivation;Open-air cultivation [@en];
http://ec.europa.eu/esco/skill/19485;SK;Open blast cleaning;Open blast cleaning [@en];
http://ec.europa.eu/esco/skill/22622;SK;Open Database Connectivity (database administration);Open Database Connectivity (database administration) [@en];
http://ec.europa.eu/esco/skill/20340;SK;Open Database Connectivity (programming);Open Database Connectivity (programming) [@en];
http://ec.europa.eu/esco/skill/17751;SK;OpenEdge Advanced Business Language;OpenEdge Advanced Business Language [@en];
http://ec.europa.eu/esco/skill/20995;SK;Open Shortest Path First (OSPF);Open Shortest Path First (OSPF) [@en];
http://ec.europa.eu/esco/skill/14370;SK;OpenText Business Process Management (BPM);OpenText Business Process Management (BPM) [@en];
http://ec.europa.eu/esco/skill/15510;SK;OpenText Customer Experience Management (CEM);OpenText Customer Experience Management (CEM) [@en];
http://ec.europa.eu/esco/skill/15836;SK;OpenText Enterprise Content Management (ECM);OpenText Enterprise Content Management (ECM) [@en];
http://ec.europa.eu/esco/skill/17540;SK;Open Virtual Memory System (OpenVMS);Open Virtual Memory System (OpenVMS) [@en];
http://ec.europa.eu/esco/skill/21498;SK;Opera;Opera [@en];
http://ec.europa.eu/esco/skill/15630;SK;Operating alarm (servicing);Operating alarm (servicing) [@en];
http://ec.europa.eu/esco/skill/21332;SK;Operating systems (providing training);Operating systems (providing training) [@en];
http://ec.europa.eu/esco/skill/23604;SK;Operating theatre assistance;Operating theatre assistance [@en];
http://ec.europa.eu/esco/skill/14270;SK;Operational monitoring;Operational monitoring [@en];
http://ec.europa.eu/esco/skill/14329;SK;Operational responsibility (computing);Operational responsibility (computing) [@en];
http://ec.europa.eu/esco/skill/14813;SK;Operations management;Operations management [@en];
http://ec.europa.eu/esco/skill/14750;SK;Operations managing (farming);Operations managing (farming) [@en];
http://ec.europa.eu/esco/skill/19704;SK;Operations planning (data);Operations planning (data) [@en];
http://ec.europa.eu/esco/skill/21500;SK;Operations planning (mechanical engineering);Operations planning (mechanical engineering) [@en];
http://ec.europa.eu/esco/skill/21485;SK;Operations planning (power systems);Operations planning (power systems) [@en];
http://ec.europa.eu/esco/skill/21695;SK;Operations responsibility (power systems);Operations responsibility (power systems) [@en];
http://ec.europa.eu/esco/skill/21543;SK;Operations responsibility (water and sewage);Operations responsibility (water and sewage) [@en];
http://ec.europa.eu/esco/skill/15289;SK;Operative responsibility (construction);Operative responsibility (construction) [@en];
http://ec.europa.eu/esco/skill/21738;SK;Ophthalmology (nursing);Ophthalmology (nursing) [@en];
http://ec.europa.eu/esco/skill/22373;SK;Ophthalmology (teaching);Ophthalmology (teaching) [@en];
http://ec.europa.eu/esco/skill/15865;SK;Ophthamology;Ophthamology [@en];
http://ec.europa.eu/esco/skill/21669;SK;Optical articles;Optical articles [@en];
http://ec.europa.eu/esco/skill/15090;SK;Optical checking of metal products;Optical checking of metal products [@en];
http://ec.europa.eu/esco/skill/15071;SK;Optical communication;Optical communication [@en];
http://ec.europa.eu/esco/skill/14969;SK;Optical measuring;Optical measuring [@en];
http://ec.europa.eu/esco/skill/19273;SK;Optimisation (teaching);Optimisation (teaching) [@en];
http://ec.europa.eu/esco/skill/14871;SK;Options (finance);Options (finance) [@en];
http://ec.europa.eu/esco/skill/14979;SK;Optoelectronics;Optoelectronics [@en];
http://ec.europa.eu/esco/skill/14954;SK;Oracle (database administration);Oracle (database administration) [@en];
http://ec.europa.eu/esco/skill/17761;SK;Oracle (programming);Oracle (programming) [@en];
http://ec.europa.eu/esco/skill/21846;SK;Oracle CRM On Demand Solutions;Oracle CRM On Demand Solutions [@en];
http://ec.europa.eu/esco/skill/14343;SK;Oracle E-Business Suite;Oracle E-Business Suite [@en];
http://ec.europa.eu/esco/skill/15117;SK;ORACLE Fusion;ORACLE Fusion [@en];
http://ec.europa.eu/esco/skill/21809;SK;Oracle Fusion Applications;Oracle Fusion Applications [@en];
http://ec.europa.eu/esco/skill/23238;SK;Oracle Solaris;Oracle Solaris [@en];
http://ec.europa.eu/esco/skill/23458;SK;Oracle WebLogic Server;Oracle WebLogic Server [@en];
http://ec.europa.eu/esco/skill/22946;SK;Oral surgery;Oral surgery [@en];
http://ec.europa.eu/esco/skill/21429;SK;Orchestra;Orchestra [@en];
http://ec.europa.eu/esco/skill/17799;SK;Orchestral class (teaching);Orchestral class (teaching) [@en];
http://ec.europa.eu/esco/skill/21398;SK;Orchestral conducting;Orchestral conducting [@en];
http://ec.europa.eu/esco/skill/20587;SK;Ore de-watering;Ore de-watering [@en];
http://ec.europa.eu/esco/skill/20582;SK;Ore flotation;Ore flotation [@en];
http://ec.europa.eu/esco/skill/15781;SK;Organ (teaching);Organ (teaching) [@en];
http://ec.europa.eu/esco/skill/22980;SK;Organic chemistry;Organic chemistry [@en];
http://ec.europa.eu/esco/skill/20814;SK;Organic chemistry (teaching);Organic chemistry (teaching) [@en];
http://ec.europa.eu/esco/skill/20252;SK;Organic farming;Organic farming [@en];
http://ec.europa.eu/esco/skill/22972;SK;Organisational development;Organisational development [@en];
http://ec.europa.eu/esco/skill/23015;SK;Organisational psychology;Organisational psychology [@en];
http://ec.europa.eu/esco/skill/23050;SK;Organisational theory;Organisational theory [@en];
http://ec.europa.eu/esco/skill/371080;SK;Organise data;Organise data [@en];
http://ec.europa.eu/esco/skill/21598;SK;Organ pipe-making;Organ pipe-making [@en];
http://ec.europa.eu/esco/skill/21693;SK;Organ playing;Organ playing [@en];
http://ec.europa.eu/esco/skill/18500;SK;Organ tuning;Organ tuning [@en];
http://ec.europa.eu/esco/skill/21580;SK;Oriental dancing;Oriental dancing [@en];
http://ec.europa.eu/esco/skill/18194;SK;Oriental dancing (teaching);Oriental dancing (teaching) [@en];
http://ec.europa.eu/esco/skill/14718;SK;Orienteering (training/coaching);Orienteering (training/coaching) [@en];
http://ec.europa.eu/esco/skill/23899;SK;Ornamental objects (design);Ornamental objects (design) [@en];
http://ec.europa.eu/esco/skill/17025;SK;Ornaments (woodwork);Ornaments (woodwork) [@en];
http://ec.europa.eu/esco/skill/21389;SK;Orthodontics;Orthodontics [@en];
http://ec.europa.eu/esco/skill/21899;SK;Orthodontics (dental nursing);Orthodontics (dental nursing) [@en];
http://ec.europa.eu/esco/skill/18579;SK;Orthopaedic engineering;Orthopaedic engineering [@en];
http://ec.europa.eu/esco/skill/19529;SK;Orthopaedic manual therapy (physiotherapy);Orthopaedic manual therapy (physiotherapy) [@en];
http://ec.europa.eu/esco/skill/22344;SK;Orthopaedics (medicine);Orthopaedics (medicine) [@en];
http://ec.europa.eu/esco/skill/23713;SK;Orthopaedics (physiotherapy);Orthopaedics (physiotherapy) [@en];
http://ec.europa.eu/esco/skill/21430;SK;Orthopaedics (teaching);Orthopaedics (teaching) [@en];
http://ec.europa.eu/esco/skill/18744;SK;Orthopaedic shoe design;Orthopaedic shoe design [@en];
http://ec.europa.eu/esco/skill/16015;SK;Orthopaedic shoes (manufacturing);Orthopaedic shoes (manufacturing) [@en];
http://ec.europa.eu/esco/skill/21879;SK;Orthopantomogram;Orthopantomogram [@en];
http://ec.europa.eu/esco/skill/23377;SK;Orthoptics  (nursing);Orthoptics  (nursing) [@en];
http://ec.europa.eu/esco/skill/22638;SK;OS/2 operating system;OS/2 operating system [@en];
http://ec.europa.eu/esco/skill/18468;SK;OS 2200;OS 2200 [@en];
http://ec.europa.eu/esco/skill/20512;SK;Osteology;Osteology [@en];
http://ec.europa.eu/esco/skill/16969;SK;Osteopathy;Osteopathy [@en];
http://ec.europa.eu/esco/skill/22660;SK;Otorhinolaryngology (teaching);Otorhinolaryngology (teaching) [@en];
http://ec.europa.eu/esco/skill/17798;SK;Outdoor day nursery;Outdoor day nursery [@en];
http://ec.europa.eu/esco/skill/15589;SK;Out-patient pharmacy work;Out-patient pharmacy work [@en];
http://ec.europa.eu/esco/skill/16593;SK;Outplacement;Outplacement [@en];
http://ec.europa.eu/esco/skill/18657;SK;Outside broadcasting (OB);Outside broadcasting (OB) [@en];
http://ec.europa.eu/esco/skill/16810;SK;Oven curing of paint;Oven curing of paint [@en];
http://ec.europa.eu/esco/skill/23425;SK;Overhead crane operation;Overhead crane operation [@en];
http://ec.europa.eu/esco/skill/23255;SK;Overhead line work;Overhead line work [@en];
http://ec.europa.eu/esco/skill/22678;SK;OWLNext (Object Windows Library);OWLNext (Object Windows Library) [@en];
http://ec.europa.eu/esco/skill/16639;SK;Package and mail delivery;Package and mail delivery [@en];
http://ec.europa.eu/esco/skill/15065;SK;Packaging;Packaging [@en];
http://ec.europa.eu/esco/skill/22124;SK;Packing for removals;Packing for removals [@en];
http://ec.europa.eu/esco/skill/23852;SK;Paediatric care;Paediatric care [@en];
http://ec.europa.eu/esco/skill/21853;SK;Paediatric medicine (nursing);Paediatric medicine (nursing) [@en];
http://ec.europa.eu/esco/skill/20847;SK;Paediatric physiotherapy;Paediatric physiotherapy [@en];
http://ec.europa.eu/esco/skill/22543;SK;Paediatrics;Paediatrics [@en];
http://ec.europa.eu/esco/skill/22486;SK;Paediatrics (teaching);Paediatrics (teaching) [@en];
http://ec.europa.eu/esco/skill/21805;SK;Paediatric surgery (nursing);Paediatric surgery (nursing) [@en];
http://ec.europa.eu/esco/skill/19425;SK;Paedodontology;Paedodontology [@en];
http://ec.europa.eu/esco/skill/17401;SK;Page layout work;Page layout work [@en];
http://ec.europa.eu/esco/skill/23196;SK;PageSpinner HTML editor;PageSpinner HTML editor [@en];
http://ec.europa.eu/esco/skill/15881;SK;Pain relief (medicine);Pain relief (medicine) [@en];
http://ec.europa.eu/esco/skill/22873;SK;Pain relief (nursing);Pain relief (nursing) [@en];
http://ec.europa.eu/esco/skill/20859;SK;Pain relief (physiotherapy);Pain relief (physiotherapy) [@en];
http://ec.europa.eu/esco/skill/22856;SK;Pain relief and acupuncture (teaching);Pain relief and acupuncture (teaching) [@en];
http://ec.europa.eu/esco/skill/21531;SK;Paintbrush making;Paintbrush making [@en];
http://ec.europa.eu/esco/skill/21838;SK;Painting (artistic preservation);Painting (artistic preservation) [@en];
http://ec.europa.eu/esco/skill/23623;SK;Painting (construction projects);Painting (construction projects) [@en];
http://ec.europa.eu/esco/skill/19255;SK;Painting and surface coating;Painting and surface coating [@en];
http://ec.europa.eu/esco/skill/19127;SK;Painting of construction sheet metal;Painting of construction sheet metal [@en];
http://ec.europa.eu/esco/skill/18560;SK;Paint removal;Paint removal [@en];
http://ec.europa.eu/esco/skill/22588;SK;Paleography;Paleography [@en];
http://ec.europa.eu/esco/skill/22235;SK;Paleontology;Paleontology [@en];
http://ec.europa.eu/esco/skill/22910;SK;Palliative care (nursing);Palliative care (nursing) [@en];
http://ec.europa.eu/esco/skill/23136;SK;Pan flute playing;Pan flute playing [@en];
http://ec.europa.eu/esco/skill/22276;SK;Pantomime;Pantomime [@en];
http://ec.europa.eu/esco/skill/22228;SK;Paper and pulp technology;Paper and pulp technology [@en];
http://ec.europa.eu/esco/skill/16139;SK;Paper and pulp technology (teaching);Paper and pulp technology (teaching) [@en];
http://ec.europa.eu/esco/skill/22034;SK;Paper cutting (bookbinding);Paper cutting (bookbinding) [@en];
http://ec.europa.eu/esco/skill/23483;SK;Paper machine;Paper machine [@en];
http://ec.europa.eu/esco/skill/20761;SK;Paper machine (operation);Paper machine (operation) [@en];
http://ec.europa.eu/esco/skill/21239;SK;Paper products;Paper products [@en];
http://ec.europa.eu/esco/skill/22365;SK;Paper rolling;Paper rolling [@en];
http://ec.europa.eu/esco/skill/16968;SK;Paper technology (engineering);Paper technology (engineering) [@en];
http://ec.europa.eu/esco/skill/21993;SK;Paper technology (sales);Paper technology (sales) [@en];
http://ec.europa.eu/esco/skill/14288;SK;Parachuting (training/coaching);Parachuting (training/coaching) [@en];
http://ec.europa.eu/esco/skill/21873;SK;Paradontology (dental nursing);Paradontology (dental nursing) [@en];
http://ec.europa.eu/esco/skill/22288;SK;Paradox (database administration);Paradox (database administration) [@en];
http://ec.europa.eu/esco/skill/17707;SK;Paradox (programming);Paradox (programming) [@en];
http://ec.europa.eu/esco/skill/23197;SK;Parenting skills (guidance);Parenting skills (guidance) [@en];
http://ec.europa.eu/esco/skill/17807;SK;Parents' cooperative;Parents' cooperative [@en];
http://ec.europa.eu/esco/skill/18436;SK;Parish administration;Parish administration [@en];
http://ec.europa.eu/esco/skill/16279;SK;Park area machinery (operation);Park area machinery (operation) [@en];
http://ec.europa.eu/esco/skill/23554;SK;Park area planning;Park area planning [@en];
http://ec.europa.eu/esco/skill/22687;SK;Park care-taking;Park care-taking [@en];
http://ec.europa.eu/esco/skill/15729;SK;Parking enforcement;Parking enforcement [@en];
http://ec.europa.eu/esco/skill/17938;SK;Parking space surveillance;Parking space surveillance [@en];
http://ec.europa.eu/esco/skill/16698;SK;Parquet floor grinding;Parquet floor grinding [@en];
http://ec.europa.eu/esco/skill/16786;SK;Parquet floor-laying;Parquet floor-laying [@en];
http://ec.europa.eu/esco/skill/22455;SK;Particle physics;Particle physics [@en];
http://ec.europa.eu/esco/skill/19158;SK;Particle physics (teaching);Particle physics (teaching) [@en];
http://ec.europa.eu/esco/skill/17542;SK;Party arrangements;Party arrangements [@en];
http://ec.europa.eu/esco/skill/22449;SK;Pascal programming language;Pascal programming language [@en];
http://ec.europa.eu/esco/skill/16801;SK;Passenger car painting;Passenger car painting [@en];
http://ec.europa.eu/esco/skill/19214;SK;Passenger carriages (repairing);Passenger carriages (repairing) [@en];
http://ec.europa.eu/esco/skill/18866;SK;Passenger ship;Passenger ship [@en];
http://ec.europa.eu/esco/skill/16753;SK;Passenger traffic;Passenger traffic [@en];
http://ec.europa.eu/esco/skill/20203;SK;Passenger transport;Passenger transport [@en];
http://ec.europa.eu/esco/skill/15751;SK;Pastry-making;Pastry-making [@en];
http://ec.europa.eu/esco/skill/16637;SK;Patent engineering;Patent engineering [@en];
http://ec.europa.eu/esco/skill/19208;SK;Patent law;Patent law [@en];
http://ec.europa.eu/esco/skill/22136;SK;Patent law (teaching);Patent law (teaching) [@en];
http://ec.europa.eu/esco/skill/19399;SK;Patient administration;Patient administration [@en];
http://ec.europa.eu/esco/skill/19877;SK;Patient lift operating;Patient lift operating [@en];
http://ec.europa.eu/esco/skill/23865;SK;Patient observation;Patient observation [@en];
http://ec.europa.eu/esco/skill/21745;SK;Patination work;Patination work [@en];
http://ec.europa.eu/esco/skill/20968;SK;Patrolling on horseback (police);Patrolling on horseback (police) [@en];
http://ec.europa.eu/esco/skill/19307;SK;Pattern design (clothes);Pattern design (clothes) [@en];
http://ec.europa.eu/esco/skill/19341;SK;Pattern design (furs);Pattern design (furs) [@en];
http://ec.europa.eu/esco/skill/19149;SK;Pattern design (shoes);Pattern design (shoes) [@en];
http://ec.europa.eu/esco/skill/21297;SK;Pattern design (teaching);Pattern design (teaching) [@en];
http://ec.europa.eu/esco/skill/22048;SK;Pattern laying;Pattern laying [@en];
http://ec.europa.eu/esco/skill/18037;SK;Pattern making (textile);Pattern making (textile) [@en];
http://ec.europa.eu/esco/skill/22118;SK;Pattern making (woodwork);Pattern making (woodwork) [@en];
http://ec.europa.eu/esco/skill/17810;SK;Paving;Paving [@en];
http://ec.europa.eu/esco/skill/16651;SK;Payments;Payments [@en];
http://ec.europa.eu/esco/skill/19629;SK;Payment systems;Payment systems [@en];
http://ec.europa.eu/esco/skill/19772;SK;PC installation and maintenance;PC installation and maintenance [@en];
http://ec.europa.eu/esco/skill/17962;SK;Peace and conflict studies;Peace and conflict studies [@en];
http://ec.europa.eu/esco/skill/23421;SK;Peace and defence issues;Peace and defence issues [@en];
http://ec.europa.eu/esco/skill/18770;SK;Peat processing (equipment management);Peat processing (equipment management) [@en];
http://ec.europa.eu/esco/skill/18481;SK;Peat processing (harvester driving);Peat processing (harvester driving) [@en];
http://ec.europa.eu/esco/skill/18499;SK;Peat processing (loading and unloading);Peat processing (loading and unloading) [@en];
http://ec.europa.eu/esco/skill/19449;SK;Pedagogical leadership;Pedagogical leadership [@en];
http://ec.europa.eu/esco/skill/20495;SK;Pedagogy;Pedagogy [@en];
http://ec.europa.eu/esco/skill/21882;SK;Pedagogy (teaching);Pedagogy (teaching) [@en];
http://ec.europa.eu/esco/skill/16701;SK;Pedestrian-controlled pallet truck;Pedestrian-controlled pallet truck [@en];
http://ec.europa.eu/esco/skill/19201;SK;Pedicure;Pedicure [@en];
http://ec.europa.eu/esco/skill/15978;SK;Peer support;Peer support [@en];
http://ec.europa.eu/esco/skill/21752;SK;Pegasystems Build for Change;Pegasystems Build for Change [@en];
http://ec.europa.eu/esco/skill/23742;SK;Pensions (staff administration);Pensions (staff administration) [@en];
http://ec.europa.eu/esco/skill/20790;SK;Pension schemes;Pension schemes [@en];
http://ec.europa.eu/esco/skill/22421;SK;PeopleSoft business administration system;PeopleSoft business administration system [@en];
http://ec.europa.eu/esco/skill/15745;SK;People with impaired vision (special needs issues);People with impaired vision (special needs issues) [@en];
http://ec.europa.eu/esco/skill/15704;SK;Percussion instruments (teaching);Percussion instruments (teaching) [@en];
http://ec.europa.eu/esco/skill/23943;SK;Performance and security testing;Performance and security testing [@en];
http://ec.europa.eu/esco/skill/23500;SK;Performance appraisals (administration);Performance appraisals (administration) [@en];
http://ec.europa.eu/esco/skill/23727;SK;Performance appraisals (methods);Performance appraisals (methods) [@en];
http://ec.europa.eu/esco/skill/19615;SK;Performances (arts);Performances (arts) [@en];
http://ec.europa.eu/esco/skill/17121;SK;Perfumes and cosmetics;Perfumes and cosmetics [@en];
http://ec.europa.eu/esco/skill/21811;SK;Periodontology;Periodontology [@en];
http://ec.europa.eu/esco/skill/17313;SK;Perl programming language;Perl programming language [@en];
http://ec.europa.eu/esco/skill/18251;SK;PerlScript;PerlScript [@en];
http://ec.europa.eu/esco/skill/371169;SK;Persist;Persist [@en];
http://ec.europa.eu/esco/skill/15914;SK;Personal assistance;Personal assistance [@en];
http://ec.europa.eu/esco/skill/18132;SG;Personal services;Personal services [@en];
http://ec.europa.eu/esco/skill/19218;SK;Personnel recruitment;Personnel recruitment [@en];
http://ec.europa.eu/esco/skill/15032;SK;Persons with impaired hearing (special needs issues);Persons with impaired hearing (special needs issues) [@en];
http://ec.europa.eu/esco/skill/15462;SK;Persons with learning difficulties (care);Persons with learning difficulties (care) [@en];
http://ec.europa.eu/esco/skill/23371;SK;Persons with learning difficulties (job-focused rehabilitation);Persons with learning difficulties (job-focused rehabilitation) [@en];
http://ec.europa.eu/esco/skill/15783;SK;Persons with learning difficulties (occupational rehabilitation);Persons with learning difficulties (occupational rehabilitation) [@en];
http://ec.europa.eu/esco/skill/23654;SK;Persons with learning difficulties (occupational therapy);Persons with learning difficulties (occupational therapy) [@en];
http://ec.europa.eu/esco/skill/15787;SK;Persons with learning difficulties (special needs  issues);Persons with learning difficulties (special needs  issues) [@en];
http://ec.europa.eu/esco/skill/369227;SK;Persuade;Persuade [@en];
http://ec.europa.eu/esco/skill/367291;SK;Persuading;Persuading [@en];
http://ec.europa.eu/esco/skill/16363;SK;Pest and insect control methods;Pest and insect control methods [@en];
http://ec.europa.eu/esco/skill/16400;SK;Pesticide spraying;Pesticide spraying [@en];
http://ec.europa.eu/esco/skill/19803;SK;Petrochemistry;Petrochemistry [@en];
http://ec.europa.eu/esco/skill/21363;SK;Petrol engine reconditioning;Petrol engine reconditioning [@en];
http://ec.europa.eu/esco/skill/21350;SK;Petrol engines (repairing);Petrol engines (repairing) [@en];
